パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
5640,730,810,490,320,0,1460,11420,18510,4170,0,0,0,0,0,1,49,1,1,1,1,1,0,0,0,1,1
2970,430,420,550,0,4180,0,0,2600,4490,0,0,0,0,0,1,76,1,1,0,1,1,1,0,0,1,0
5700,2510,1240,620,20,6830,2400,4250,73490,6270,0,0,0,0,0,1,36,1,0,1,1,1,0,1,0,1,0
2850,2520,1950,290,1160,0,10630,2790,10060,8140,0,0,0,0,0,1,29,1,0,1,1,1,0,0,0,1,1
1870,1420,1420,7570,3480,4150,6720,6150,7580,13810,1,1,0,1,0,1,68,1,0,1,1,1,0,1,0,1,1
5080,190,120,2500,4200,3200,1920,1330,5370,8750,0,0,0,0,0,0,52,1,1,1,1,0,0,1,0,1,0
3040,1170,1210,1230,4040,2760,2820,1100,8650,5260,0,0,0,0,0,1,44,1,0,0,1,0,0,0,0,1,0
2990,1130,1270,5600,14900,4200,9830,1500,3130,7040,0,1,0,0,0,1,57,1,0,1,1,0,0,0,0,1,0
4540,2130,870,470,0,0,23750,1540,18320,13170,0,0,0,0,0,1,57,0,0,1,1,1,1,0,0,1,1
3940,1220,1520,2080,4640,4310,1950,1040,2320,9000,0,1,0,0,0,0,59,1,0,0,1,0,0,0,0,0,0
6810,900,1010,310,2500,5400,1990,10610,29970,7550,0,0,0,0,0,1,53,1,1,1,1,1,0,1,0,1,0
2250,940,950,300,3380,0,39440,26670,28260,4430,1,0,0,0,0,1,33,1,0,1,1,1,1,0,1,1,1
4140,1350,2710,350,0,0,1260,1930,6750,2200,1,0,0,1,0,0,35,1,1,1,1,1,0,0,0,1,1
2000,0,0,2780,13380,7590,760,7210,3550,9750,0,1,0,0,0,0,76,0,0,1,0,0,0,0,0,1,0
5010,3200,4360,2520,33120,18740,7300,33330,7720,10270,0,1,0,0,0,1,62,1,0,1,1,0,1,0,0,1,1
5090,590,1150,4560,0,0,4450,16440,19160,19140,0,0,0,0,1,1,82,1,0,1,1,1,1,1,0,1,1
6310,1790,1420,330,10,0,25440,1860,16780,7850,1,0,0,0,0,1,49,1,0,1,1,1,0,0,0,1,1
7190,1700,1950,240,4740,0,2720,8310,24580,5460,1,0,0,1,0,1,53,1,1,0,1,0,0,0,0,1,0
3800,780,930,1560,2760,910,570,1380,3000,7140,0,0,1,0,0,1,54,1,0,1,1,0,0,0,0,1,0
4950,810,2520,450,3090,1670,380,360,2850,6740,0,0,0,0,0,1,42,1,1,1,1,0,0,0,0,1,0
5430,1200,1240,6070,1120,0,12600,61350,6470,8120,0,0,0,0,0,1,64,1,1,1,1,1,1,1,0,1,0
2580,660,310,4770,820,0,5100,2270,3240,6950,0,1,0,0,0,1,44,1,0,0,1,0,0,0,0,1,0
4430,850,950,1530,2890,380,3250,4410,13640,6500,0,0,1,1,0,1,39,1,1,1,1,0,0,0,0,1,0
2720,110,800,2100,7900,6290,950,3280,11970,6090,0,1,0,0,0,1,43,1,1,0,1,0,0,0,1,1,0
3760,140,820,1670,10,0,1370,8250,4450,7420,0,0,0,1,0,1,58,1,0,1,1,0,0,0,0,1,0
3800,890,0,0,2300,30,5880,200,4120,4950,0,0,0,0,0,0,42,1,0,1,0,0,0,0,0,1,0
3350,0,0,2230,0,420,14700,6510,5720,4300,0,0,1,1,0,0,38,0,0,0,0,1,0,0,0,1,1
3190,3000,1500,1080,0,0,4300,13280,6630,7060,1,0,0,0,0,0,63,1,1,1,1,1,0,1,0,1,1
2040,330,0,320,0,0,8030,3590,9450,7100,0,0,0,0,0,0,65,0,0,1,0,0,0,0,0,1,0
2620,640,150,1020,3530,3990,1470,1490,2280,5170,0,0,1,1,0,1,51,1,1,0,0,0,0,0,0,1,0
2150,1480,1100,1290,10010,0,15280,1540,5980,8670,0,0,0,1,0,1,38,0,0,1,1,1,1,0,0,1,1
4530,1430,1550,4080,4600,4180,5400,1370,4560,7300,0,0,0,0,0,1,50,1,0,1,1,0,0,0,0,1,0
670,180,120,0,0,30,41360,10130,30880,13020,1,0,0,0,0,1,37,0,0,1,1,1,1,1,0,1,1
6960,320,530,1360,10,6530,960,980,2840,11270,0,0,1,0,0,1,76,1,1,0,1,0,0,0,0,1,0
4920,560,1830,1010,20,0,23010,33160,12290,13740,0,0,0,0,0,0,35,1,0,0,1,0,1,0,0,1,1
4230,990,1400,2100,10,10,780,2980,5430,15220,0,0,0,0,0,1,70,1,0,1,1,0,0,0,0,1,0
3550,540,710,1570,0,2720,2290,1420,1980,9720,0,0,0,1,0,1,57,1,1,0,1,0,0,0,0,1,0
4170,590,620,480,5160,6330,1430,900,8680,3260,0,1,0,0,0,1,38,1,0,1,1,0,0,0,0,1,0
5190,1030,430,970,0,0,5600,8430,48810,7250,0,0,0,0,0,0,54,1,0,1,1,1,1,0,0,1,1
4950,2030,1220,1020,3060,2380,4050,2450,7860,4430,1,1,0,0,0,1,37,1,1,1,1,0,0,0,0,1,0
5690,1620,1080,810,6750,17780,2030,1330,4890,6350,0,1,0,0,0,1,71,1,1,1,1,0,1,0,0,1,1
2470,1960,1530,330,0,180,1570,2350,5090,4550,0,0,1,1,0,0,40,1,0,1,1,1,0,0,0,1,0
5170,2130,780,4500,5180,0,720,3050,17450,6310,1,0,0,0,0,1,63,1,1,1,1,1,1,0,0,1,1
6430,690,1920,2600,5940,5600,1890,390,2410,7370,0,0,0,0,0,1,44,1,0,1,1,0,0,0,0,1,0
3350,450,460,1410,0,4750,5880,2630,5860,8250,0,1,0,0,0,1,64,0,0,1,1,0,0,0,0,1,0
4240,900,750,4220,1110,4050,3270,1460,2340,6790,0,0,0,0,0,1,49,1,0,1,1,0,0,0,0,0,0
4200,570,930,1170,5460,6480,1400,7870,8040,11990,0,0,1,0,0,1,59,1,0,0,1,1,0,0,0,1,0
3630,910,710,910,2570,4700,1320,2440,3330,4700,0,0,0,1,0,1,53,1,0,1,1,0,0,0,0,1,0
4630,1000,1090,1350,0,810,2660,1620,2830,2750,0,0,1,1,0,1,40,1,1,1,1,0,0,0,0,1,0
3150,1060,480,1070,6150,870,1690,3150,4260,6340,0,0,1,1,0,1,43,1,1,0,1,0,0,0,0,1,0
5380,2970,800,1000,0,0,2770,3290,4080,9290,0,0,0,1,0,1,58,1,1,1,1,1,0,1,0,1,1
4580,890,2670,1290,0,10,7110,1120,7900,7350,0,0,0,1,0,0,58,1,0,1,1,0,0,0,0,1,0
3820,420,1070,1240,0,0,1040,1360,2440,6680,0,0,0,0,0,1,64,0,0,0,1,0,0,0,0,0,0
4150,460,770,1820,0,0,4360,1890,4030,5500,0,0,0,0,0,1,30,1,0,0,1,0,0,0,0,1,0
5020,600,1510,560,6080,3990,840,1610,2790,8650,0,0,0,0,0,0,60,1,0,0,1,0,0,0,0,1,0
5200,1500,480,2160,23110,17730,3230,1980,3830,7290,0,0,1,1,0,1,47,1,0,1,1,1,0,0,0,1,0
4000,1440,700,960,5510,4810,5920,3560,2470,5150,0,1,0,1,0,1,40,1,1,1,1,1,0,0,0,1,0
4590,540,670,1480,0,0,750,2580,4370,8620,0,0,0,0,0,0,64,1,0,1,1,0,0,0,0,0,1
2790,170,870,2380,0,20,1290,140,3840,2000,0,0,0,0,0,1,25,1,0,0,1,0,0,0,0,1,0
4460,370,550,2650,20,0,12850,13310,2320,4830,0,0,0,0,0,0,55,1,0,0,1,0,0,1,0,1,0
5340,1320,1230,890,0,310,2510,2720,4170,4970,0,0,1,1,0,0,26,1,0,1,1,0,0,0,0,1,0
2690,4580,870,2350,10,0,2700,390,4180,5620,0,0,0,1,0,1,39,1,0,0,1,0,0,0,0,0,1
2320,220,1010,2130,4190,4280,690,1030,2650,4530,0,0,0,0,0,1,55,1,0,0,1,0,0,0,0,1,0
4160,1370,1200,0,3860,30,13820,49430,49500,14590,0,0,0,1,1,0,60,1,1,1,1,1,1,1,1,1,1
4390,1730,990,1640,8720,1510,6360,980,18970,3050,1,0,0,1,0,1,28,1,1,1,1,1,0,0,0,1,1
2550,1240,1710,660,760,420,670,1620,2950,8030,0,0,1,0,0,1,36,1,0,1,1,0,0,0,0,1,0
2960,620,1160,3240,410,0,2440,3680,3670,4320,0,0,0,1,0,0,64,1,1,1,1,0,0,1,0,1,0
3900,810,0,670,6850,3900,5480,280,5920,6600,0,0,0,0,0,1,58,0,0,1,0,0,0,0,0,1,0
8970,2570,1430,620,1180,4740,3560,3650,28100,12720,1,1,0,0,0,1,55,1,0,1,1,1,0,0,0,1,1
6730,570,620,1840,530,0,13440,5790,5760,7790,0,0,0,0,0,1,78,1,0,1,1,0,0,1,0,1,0
7710,470,540,5520,1340,3840,300,590,3490,4920,0,1,1,0,0,1,61,1,0,1,1,1,0,1,0,1,0
5640,260,1320,3020,0,650,1360,2150,2710,5750,0,0,1,0,0,1,46,1,0,0,1,0,0,1,0,1,0
4000,690,560,2350,20,0,19130,12770,13100,12210,1,0,0,0,0,1,61,1,0,1,1,1,1,0,0,1,0
3590,60,630,1230,0,0,730,1490,2910,5990,0,0,0,0,0,1,59,1,0,0,1,0,0,0,0,1,0
8300,1870,1130,1750,10,3940,3250,7730,4770,12500,0,0,0,0,0,1,59,1,0,1,1,1,0,0,0,1,1
8340,1910,2770,4450,0,70,7120,13560,3120,13570,0,0,0,0,0,0,76,1,1,1,1,1,1,0,0,1,1
6400,340,1370,1250,0,5750,1300,840,7410,7250,0,1,0,0,0,1,63,1,1,1,1,0,0,1,0,1,0
3860,1470,1020,450,4050,40,2230,1200,2860,2280,0,0,0,0,0,1,34,1,1,0,1,0,0,0,0,1,0
5170,910,1250,1900,1470,10,4250,1330,8360,2980,1,0,0,0,0,1,42,1,0,1,1,0,1,1,0,1,0
3000,190,560,1470,1220,2610,2080,3100,2750,4580,0,0,0,0,0,1,33,1,0,1,1,0,1,0,0,0,0
4200,470,460,890,30,0,270,820,4840,10470,0,0,0,0,0,0,64,1,0,1,1,0,0,0,0,0,0
2890,200,730,3590,0,3140,4320,400,1080,4960,0,0,0,1,0,1,32,1,1,0,1,0,0,0,0,0,0
5380,560,770,3840,3120,0,340,2520,2000,9720,0,0,0,1,0,0,68,1,0,1,1,1,0,1,0,1,0
4570,1440,970,2130,6360,1420,2560,500,2430,5060,0,1,0,0,0,1,54,1,1,1,1,1,0,0,0,1,0
4180,940,600,1230,0,1020,5240,2780,6340,8850,0,1,1,0,0,0,30,1,0,1,1,0,0,0,0,1,1
3550,3400,640,860,13150,7360,22160,4990,15460,7240,1,1,1,0,0,1,44,1,0,1,1,1,0,1,0,1,1
4300,2440,1420,850,30,620,13230,5040,28920,8860,0,0,1,0,0,0,41,1,0,1,1,1,0,1,0,1,1
3240,1120,410,310,7300,6190,2220,750,2920,3170,0,0,1,0,0,1,29,1,0,1,1,0,0,0,0,1,0
7340,1030,1140,4520,2500,940,5450,14040,3170,8590,0,0,1,0,0,1,66,1,0,1,1,1,0,0,0,1,0
2900,1390,1790,1870,610,5970,1200,3120,2450,7420,0,1,0,0,0,1,57,1,0,1,1,0,0,1,0,1,0
5640,840,460,960,5310,6370,1260,2780,2800,8500,0,1,0,0,0,0,52,1,0,1,1,0,0,0,0,0,0
7350,2160,1210,840,12950,15470,7130,3410,12370,10630,0,0,0,1,0,1,62,1,0,1,1,0,0,1,0,1,1
2680,1320,1570,910,8560,6350,3160,610,3980,5210,0,0,0,1,0,1,32,1,0,1,1,0,0,0,0,1,0
2590,690,530,1130,760,2460,1480,1940,2390,4300,1,1,1,0,0,0,44,1,0,1,1,0,0,0,0,0,0
4280,420,700,1730,500,0,3150,970,1800,4990,0,0,0,1,0,1,40,1,1,0,1,0,0,0,0,0,0
1350,960,880,3010,0,20,1860,4340,0,9250,0,0,0,0,0,1,74,0,0,1,1,0,0,0,0,0,0
4360,1380,1400,640,0,0,11250,11940,31670,10610,0,0,0,0,0,1,52,0,0,1,1,0,1,0,0,1,1
6700,1370,750,740,420,4320,1660,1430,3330,3730,0,0,0,1,0,1,53,1,1,1,1,0,0,0,0,1,0
3500,750,540,730,0,0,720,1130,3470,12040,0,0,0,0,0,1,85,1,0,1,1,0,0,0,0,1,0
6540,1100,810,800,0,0,9120,4670,14820,5040,0,0,0,0,0,0,49,1,1,1,1,1,0,0,0,1,0
3920,560,1420,760,20,770,7180,840,2700,7940,0,0,1,0,0,1,35,1,0,1,1,0,1,0,0,1,1
4800,660,480,1530,590,5980,1960,1800,2600,5170,1,1,1,1,0,1,35,1,1,1,1,0,0,0,0,0,0
3160,1450,1560,1380,6390,3630,4530,1850,2270,6550,0,1,0,1,0,1,52,1,0,1,1,1,0,0,0,1,0
6060,1030,1770,700,1580,7060,18640,2380,23990,10000,0,0,0,1,0,1,50,1,0,1,1,1,0,0,0,1,1
5610,520,1390,3960,0,0,5120,5750,2990,9680,0,0,0,0,0,0,73,1,0,0,1,0,0,0,0,1,0
1310,380,660,1670,20,950,4410,3400,2820,5340,0,0,1,0,0,1,29,1,0,0,1,0,0,0,0,0,0
4810,590,930,940,4590,0,2150,3500,0,6250,0,0,0,0,0,1,71,1,0,0,1,0,0,0,0,0,0
2280,450,830,1160,0,0,4770,1710,3440,7610,0,0,0,0,0,1,40,1,1,1,1,0,0,0,0,1,0
3040,90,1360,710,3600,4920,4110,710,2770,5660,0,0,0,0,0,1,53,1,0,1,1,0,0,0,0,1,0
7260,1960,1320,3520,0,2760,3400,1340,4140,7910,0,0,0,1,0,1,62,1,1,1,1,1,0,0,0,1,0
4530,740,910,1660,0,0,3290,2660,13170,6600,0,0,0,0,0,1,53,1,0,1,1,0,0,0,0,1,0
4360,500,1270,1570,1060,6080,290,1150,2470,3990,0,0,1,1,0,1,23,1,1,0,1,0,0,0,0,1,0
6520,1260,1600,1000,5350,3360,8520,7390,3650,6090,0,0,0,0,0,1,50,1,0,1,1,1,0,0,0,1,1
4400,1550,1500,720,0,0,22380,24140,8870,9920,1,0,0,1,0,0,62,1,0,1,1,1,0,0,0,1,0
2980,0,0,2020,0,0,880,1210,6100,9260,1,0,0,1,0,1,52,1,0,0,0,1,0,0,0,1,0
7300,1450,2060,1390,0,10,11420,2040,15670,4660,1,1,0,0,0,1,45,1,1,1,1,1,0,0,0,1,1
4820,570,530,290,4250,0,0,0,2290,4430,0,0,0,0,0,1,53,1,0,0,1,0,0,0,0,0,0
3610,340,1210,5420,400,0,13500,13660,2600,4760,0,0,0,1,0,1,60,1,1,1,1,0,0,0,0,1,0
2600,640,1270,1040,740,1700,1010,980,2810,6880,0,1,0,0,0,1,58,1,0,1,1,0,0,0,0,0,0
4990,0,0,610,4920,3800,6340,8270,11760,6000,0,0,0,0,0,1,57,1,0,1,0,1,0,0,0,1,1
4280,2260,490,1930,0,0,3320,200,4150,8140,0,0,0,0,0,1,61,1,0,1,1,1,0,0,0,1,0
5850,2250,840,1430,20,0,2940,2690,8690,3710,1,0,0,0,0,0,48,1,1,1,1,1,0,0,0,1,1
4890,1420,520,1310,1590,5280,2020,1150,4750,4810,1,1,1,1,0,1,41,1,0,1,1,1,0,0,0,1,0
4780,670,860,1610,13860,3510,1520,590,2550,9120,1,0,0,0,0,1,40,1,0,1,1,0,0,0,0,1,0
6300,1800,840,1270,2850,4720,5290,2820,4810,6450,1,0,0,1,0,1,49,1,0,1,1,0,0,0,0,1,0
6590,1280,1000,950,0,5440,4900,2710,14050,9490,0,1,0,0,0,0,47,1,0,1,1,1,1,0,0,1,1
4820,1180,660,830,0,5770,2910,1140,4610,6830,1,1,0,0,0,1,52,1,0,1,1,1,0,1,1,1,0
2950,0,0,640,1030,4720,740,1570,2480,8660,0,0,0,1,0,1,51,1,0,1,0,0,0,0,0,1,0
4290,1640,680,570,2610,5840,4670,2970,5130,5290,0,0,0,0,0,1,40,1,0,1,1,1,0,0,0,1,0
4420,1350,1220,350,1040,0,2220,2140,4910,7240,1,0,0,1,0,1,37,1,1,1,1,1,0,1,0,1,0
4340,910,1670,1250,2190,5140,830,1770,3020,2580,0,1,0,0,0,1,50,0,0,1,1,0,0,0,0,1,0
5060,1320,1150,1070,2900,5990,8450,3290,5190,10610,1,1,1,0,0,1,48,1,0,0,1,0,0,1,0,1,0
3740,630,1000,1160,2220,0,1690,1940,3330,6820,0,0,0,1,0,1,71,1,1,1,1,0,0,0,0,1,1
2660,590,470,620,1010,0,3330,2190,3250,8990,0,0,0,0,0,1,51,0,0,1,1,0,0,0,0,1,0
2400,520,890,1070,350,4240,2520,1360,2080,7180,1,1,0,0,0,1,66,1,0,1,1,0,0,0,0,0,0
5820,620,1150,2520,590,0,490,1010,2350,14900,0,0,0,0,0,0,81,1,0,1,1,0,0,0,0,1,0
4250,1210,780,2640,0,0,2530,1900,3530,8380,0,0,0,1,0,1,47,1,1,1,1,0,0,0,0,1,0
8410,1840,1760,840,0,0,1190,1610,6950,8630,0,0,0,0,0,0,65,1,1,0,1,0,0,0,0,1,0
770,740,480,280,0,0,480,720,6500,6530,0,0,0,0,0,0,68,0,0,1,1,1,0,0,0,1,0
5050,1060,590,470,10,800,3460,1210,2970,1720,0,1,1,1,0,1,38,1,0,1,1,1,0,0,0,0,0
5080,340,490,870,0,0,5450,1050,4620,5810,1,0,0,0,0,0,50,1,0,1,1,0,0,1,0,1,0
5380,1110,1380,4960,0,0,750,1910,3730,5410,0,0,0,0,0,1,61,1,0,1,1,1,0,0,0,1,0
3260,1460,2070,1450,0,7360,16300,2170,21070,11110,0,1,0,0,0,1,47,1,1,0,1,0,0,0,0,1,1
4630,3330,1680,0,630,4880,7980,3400,25420,5020,1,0,0,0,0,0,29,1,0,1,1,1,0,0,0,1,1
6920,1830,1030,1240,1200,0,4650,5240,4440,10840,1,0,0,1,0,0,55,1,1,1,1,1,0,0,0,1,1
2450,0,0,380,1250,5300,370,490,2420,2660,0,0,0,0,0,1,49,1,0,1,0,0,0,0,0,1,0
2780,2560,1150,1620,4030,3120,10510,12150,26500,6510,1,0,1,1,0,1,48,1,1,1,1,1,0,0,0,1,1
980,0,0,1450,40,0,1840,2610,2830,7430,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,1,0
4780,430,790,2160,0,50,1500,2470,0,11090,0,0,0,0,0,1,76,1,0,0,1,0,0,0,0,0,0
5620,890,520,1110,0,60,7210,27170,6130,9130,0,0,0,1,0,0,64,1,0,1,1,1,0,0,0,1,1
2300,350,470,230,1190,3410,2000,620,3260,7760,0,0,0,1,0,0,53,1,0,0,1,0,0,0,0,1,0
4340,970,680,860,5440,4560,2600,2180,11160,8960,1,0,0,0,0,1,58,1,1,1,1,1,0,0,0,1,0
6100,0,180,2890,0,4290,6490,8660,4270,9320,0,1,0,0,0,1,48,1,0,1,0,1,0,0,0,1,0
4130,800,900,1100,0,0,1140,2100,3760,10570,0,0,0,0,0,1,73,1,1,1,1,0,0,0,0,1,0
3180,820,2950,350,0,4450,3180,10990,6210,6980,0,0,1,1,1,1,37,0,0,1,1,1,0,1,0,1,0
1290,0,0,400,11060,1740,1290,630,2550,7970,0,0,0,0,0,1,54,0,0,1,0,0,0,1,0,1,0
1650,1580,810,280,0,420,1760,790,3080,4880,0,0,1,0,0,1,24,1,0,1,1,0,0,1,0,1,0
3460,460,1550,1650,3310,0,4200,0,2860,10050,0,0,0,1,0,1,63,1,0,1,1,0,0,0,0,1,0
5220,770,840,630,10,2250,5060,2510,27080,6920,1,0,0,1,0,1,46,1,0,1,1,0,1,0,0,1,0
5410,950,1230,2730,0,0,1780,4390,1030,11550,0,0,0,0,0,0,71,1,0,0,1,0,0,0,0,0,0
4070,1110,1150,1080,12630,11530,950,3000,4530,6900,0,1,0,0,0,1,51,1,1,1,1,0,0,0,0,1,0
3930,850,670,4350,0,0,1210,2580,2720,3880,0,0,0,0,0,0,39,1,0,1,1,0,1,0,0,1,1
6740,450,850,1130,4470,5220,640,860,3860,9470,0,0,0,0,0,1,55,1,0,1,1,0,0,0,0,1,0
5340,2300,1160,2520,4730,20,1520,4770,11480,6130,0,0,0,0,0,1,54,1,0,1,1,0,0,0,0,1,0
5240,280,0,840,10,4750,1090,2040,2610,8070,0,0,0,1,0,1,67,0,0,0,0,0,0,0,0,0,0
4650,400,0,220,6640,0,500,5600,19710,11140,1,0,0,0,0,1,63,1,0,1,0,1,0,0,0,1,1
4640,2120,1590,1420,4800,40,7690,2610,3180,12170,0,0,0,0,0,1,49,1,1,1,1,0,0,0,0,1,1
6540,770,1780,1090,1390,1640,840,8420,31150,6950,1,0,0,1,0,1,48,1,0,1,1,0,1,0,0,1,1
590,450,1060,7370,5410,6280,1190,750,0,5070,1,0,0,0,0,1,44,0,0,0,1,0,0,0,0,0,0
4260,960,860,1760,4840,5780,340,530,7290,9020,0,0,0,0,1,1,55,1,0,1,1,0,0,1,0,1,0
5940,0,0,1030,4900,10,860,890,4490,5640,0,0,0,0,0,1,47,1,0,1,0,0,0,0,0,1,0
8190,400,770,2680,510,5760,360,1250,2360,13650,0,1,0,0,0,0,102,1,0,1,1,0,0,0,0,1,0
6750,1380,1130,840,4020,0,2220,1390,4620,4060,0,0,0,1,0,1,35,1,1,1,1,1,0,0,0,1,0
4350,0,0,2550,0,4300,820,910,2550,8100,0,0,0,0,0,1,73,0,0,1,0,1,0,0,0,0,0
3370,750,1550,620,11610,0,4460,1940,5230,9090,0,0,0,0,0,1,56,0,0,1,1,1,0,0,0,1,1
-260,230,2240,280,4570,1040,3590,2450,3550,5230,0,0,1,0,0,1,33,0,0,0,1,0,0,0,0,1,1
7350,1630,1190,2450,0,30,2040,920,17370,6700,1,0,0,1,0,1,49,1,1,0,1,1,0,0,0,1,0
4690,1070,780,1890,0,0,7600,3580,2620,3210,0,0,0,0,0,1,40,1,1,1,1,0,1,0,0,1,0
2970,590,770,1700,8440,5670,0,0,2330,7500,0,1,0,0,0,1,68,0,0,1,1,0,0,0,0,0,0
4550,1830,890,2050,0,20,4330,2350,5000,5200,0,0,0,0,0,1,56,1,0,1,1,1,0,0,0,1,0
3080,500,0,0,0,4840,1100,1100,0,7050,0,0,0,0,0,1,52,1,0,1,0,0,0,0,0,0,0
6460,770,720,2450,520,5960,10140,3580,8210,6410,0,1,0,0,0,1,58,1,0,0,1,0,0,1,0,1,0
6240,1560,1960,1670,5870,5770,42690,4460,8440,8960,0,1,0,0,0,1,63,1,0,1,1,1,0,1,0,1,0
5100,1980,920,2000,3030,90,9930,950,12830,6070,0,0,1,0,0,1,75,1,1,1,1,0,0,0,0,1,0
4310,2450,1320,690,1940,0,9020,690,6130,3490,1,0,0,0,0,1,45,1,0,1,1,1,0,0,0,1,1
6950,3890,1610,720,6770,1160,5710,290,3750,11600,0,0,0,1,0,1,57,1,1,1,1,1,0,0,0,1,0
5330,1370,890,830,1100,4870,770,330,4660,6210,0,0,0,0,0,1,57,1,1,1,1,0,0,0,0,1,0
5590,4730,1370,2870,4660,0,11180,1940,3120,5480,0,0,0,0,0,1,51,1,1,1,1,1,0,0,0,1,1
3040,350,250,580,0,0,580,300,2220,10970,0,0,0,1,0,1,56,1,1,0,1,0,0,0,0,1,0
5090,60,5960,1810,1520,890,4230,680,640,4160,0,0,1,0,0,1,42,1,1,0,1,0,0,0,0,0,0
3360,2080,1290,2300,5450,20040,7120,4580,3500,7580,0,0,0,1,0,1,50,1,1,1,1,0,0,0,0,0,0
5110,1040,1080,2930,4500,50,2040,2450,2690,10030,0,0,0,1,0,1,60,1,0,1,1,0,0,0,0,1,0
5160,1130,1010,600,0,2490,9520,1680,7950,4270,1,0,0,0,0,1,44,1,0,1,1,1,0,0,0,1,0
6790,530,0,2810,6250,4930,1260,1430,3790,6750,0,1,0,1,0,0,54,1,1,0,0,0,0,0,0,1,0
4140,3630,2150,0,30,340,10730,10570,86850,4410,0,0,1,0,0,1,39,1,0,1,1,1,1,1,1,1,1
3780,1560,560,2500,1210,4960,2400,2730,14310,5800,0,0,0,1,0,1,54,1,1,1,1,1,0,0,0,1,0
3260,810,750,620,20,0,1870,300,28070,9290,0,0,0,0,1,0,53,1,0,1,1,1,0,0,1,1,1
5050,850,1550,2500,3610,4260,6040,2030,3040,11870,0,1,1,0,0,0,58,1,0,1,1,1,0,0,0,1,0
5950,240,1130,2610,7230,15410,5670,3010,2490,6080,0,0,0,0,0,1,65,1,1,0,1,0,0,0,0,0,0
3860,750,1220,2580,460,2110,1200,420,4480,3360,0,0,1,0,0,1,42,1,1,0,1,0,0,0,0,1,0
6140,590,1210,2200,0,20,5000,2260,2230,6830,0,0,0,0,0,1,55,1,0,1,1,0,0,0,0,1,0
3990,1670,890,3840,3670,5130,13360,2220,2090,4020,0,1,0,0,0,0,50,1,0,1,1,1,0,0,0,1,0
4940,2070,1700,1180,14050,26530,23270,60310,12920,15680,0,1,0,1,0,0,53,1,1,1,1,1,1,1,1,1,1
3970,990,50,1530,800,5900,3670,4550,4140,6510,0,0,0,0,0,1,38,1,0,1,0,1,0,1,0,1,1
3160,1770,1020,2190,1280,7550,940,1100,2850,5120,0,1,0,0,0,1,55,1,1,1,1,0,0,0,0,1,1
6030,980,980,500,3680,0,4050,980,7310,6240,1,0,0,0,0,0,60,1,0,0,1,0,0,0,0,0,0
5460,2010,1580,4650,370,130,1090,290,4010,3530,1,1,0,0,0,0,46,1,0,0,1,0,0,0,0,1,0
4950,1260,1430,1460,12080,2550,3840,3790,3550,5790,0,0,0,0,0,1,42,1,1,1,1,0,0,1,0,1,0
9390,3660,2180,2600,0,0,7940,5080,57610,12140,0,0,0,0,0,1,68,1,1,1,1,1,0,0,0,1,0
1120,0,0,1410,3530,60,2600,1930,2230,4820,0,0,0,0,0,1,30,0,0,1,0,0,0,0,0,1,0
5300,740,1080,850,12690,5150,4890,10870,3070,6060,1,1,1,0,0,1,46,1,0,1,1,1,0,0,0,1,1
3170,1330,550,330,0,4360,5020,750,3790,15010,0,1,0,1,0,1,55,1,0,1,1,1,0,0,0,1,1
3580,1120,1410,900,0,0,6120,35800,23840,9140,0,0,0,1,0,0,58,1,1,1,1,1,1,1,1,1,1
3970,510,430,950,820,5110,450,1360,2020,3720,0,1,1,1,0,1,26,1,1,0,1,0,0,0,0,1,0
5250,2670,1900,1210,8680,40,6890,3620,23770,7230,0,0,0,0,0,1,48,1,0,1,1,1,0,0,1,1,1
3720,1060,860,2310,3100,4450,4520,870,3090,3380,0,0,0,0,0,1,50,1,0,0,1,0,0,0,0,1,0
2990,470,5220,410,4200,11380,2530,160,3840,6460,0,1,1,1,0,1,46,1,0,0,1,0,0,1,0,1,0
2760,520,850,840,0,0,2630,950,3550,6280,0,0,0,1,0,0,45,1,0,0,1,0,0,0,0,1,0
5130,620,950,1600,0,0,1690,1400,3990,4420,0,0,0,0,0,1,37,1,1,1,1,0,0,1,0,1,0
8050,680,690,2350,830,0,3420,420,3360,6930,0,0,0,0,0,1,56,1,1,0,1,1,0,0,0,1,0
2250,1180,1010,1210,5300,0,15400,33840,4680,16820,0,0,0,0,0,0,41,1,0,1,1,0,1,0,0,1,1
5780,1130,920,1790,2580,5780,2420,170,4250,9800,0,1,0,0,0,1,53,1,0,1,1,1,0,0,0,1,0
2350,400,1590,1260,5720,6610,2240,1000,4930,5010,1,1,1,0,0,1,37,1,1,1,1,0,0,0,0,1,0
3340,420,290,3500,4760,5120,1930,1370,2640,7910,0,1,0,0,0,1,47,1,0,1,0,0,0,1,0,1,0
5080,320,800,1620,20,70,3010,5130,3590,10460,0,1,0,0,0,0,50,1,0,1,1,0,0,0,0,1,0
